套料图名,分段号,切割机,切割序号,切割开始(min),切割完成(min),切割工时(min),原料吊运开始(min),原料空驶完成(min),原料吊运完成(min),原料吊运返回完成(min),工位开始(min),等待结束(min),工位处理时间(min),工位完工(min),工位,最低优先级
A03S-1286,AP2,N2,12,275.927589400286,331.6666805153129,55.739091115026895,282.2403146823373,290.2403146823373,293.2403146823373,293.2403146823373,264.68338403816307,275.927589400286,88.69864444052837,420.3653249558413,0,1
A03S-1277,AP2,N5,13,328.9995409052187,400.7958570103608,71.79631610514213,317.9995409052187,325.9995409052187,328.9995409052187,328.9995409052187,276.68338403816307,328.9995409052187,24.961416269841322,425.7572732802021,1,1
A03S-1300,AP2,N2,14,356.144988617877,417.9451236170148,61.80013499913781,345.144988617877,353.144988617877,356.144988617877,356.144988617877,356.144988617877,356.144988617877,7.0616121025641405,425.00673571957896,1,1
A03S-1285,AP2,N5,15,400.7958570103608,481.6446821138546,80.84882510349382,389.7958570103608,397.7958570103608,400.7958570103608,400.7958570103608,372.428984617877,400.7958570103608,30.08200944444434,511.72669155829897,0,1
A03S-1294,AP2,N2,16,442.00673571957896,870.288726937902,428.281991218323,431.00673571957896,439.00673571957896,442.00673571957896,442.00673571957896,442.00673571957896,442.00673571957896,145.37392444444447,1015.6626513823464,0,1
A03S-1283,AP2,N5,17,480.0,564.0170124993737,84.01701249937366,469.0,477.0,480.0,480.0,480.0,480.0,7.787436904761876,571.8044494041355,0,1
A03S-1276,AP2,N5,18,564.0170124993737,651.387278172444,87.37026567307032,553.0170124993737,561.0170124993737,564.0170124993737,564.0170124993737,564.0170124993737,564.0170124993737,146.16451186507936,797.5517900375233,1,1
A03S-1290,AP2,N5,19,651.387278172444,752.2956820415086,100.90840386906461,650.7729796788609,653.7729796788609,656.7729796788609,656.7729796788609,651.387278172444,651.387278172444,6.81694333333337,759.112625374842,0,2
A03S-1284,AP2,N2,20,720.0,812.9872796584802,92.98727965848025,709.0,717.0,720.0,720.0,720.0,720.0,74.3499430742936,887.3372227327739,0,2
A03S-1251,AP2,N5,21,752.2956820415086,805.2698961501258,52.97421410861716,741.2956820415086,749.2956820415086,752.2956820415086,752.2956820415086,752.2956820415086,752.2956820415086,5.907863179487208,811.177759329613,1,5
A03S-1291,AP2,N5,22,805.2698961501258,906.2427320062692,100.97283585614343,794.2698961501258,802.2698961501258,805.2698961501258,805.2698961501258,805.2698961501258,805.2698961501258,12.112322726504658,918.3550547327739,0,2
A03S-1289,AP2,N2,23,812.9872796584802,909.8691696123552,96.88188995387497,809.177759329613,817.177759329613,820.177759329613,820.177759329613,812.9872796584802,812.9872796584802,13.48588512041863,923.3550547327739,1,2
A03S-1303,AP2,N5,24,906.2427320062692,958.9874719422729,52.744739936003725,895.2427320062692,903.2427320062692,906.2427320062692,906.2427320062692,906.2427320062692,906.2427320062692,11.526669641025592,970.5141415832985,1,0
A03S-1302,AP2,N2,25,909.8691696123552,1045.6141078132368,135.74493820088162,923.3550547327739,931.3550547327739,934.3550547327739,934.3550547327739,909.8691696123552,909.8691696123552,10.581019897435908,1056.1951277106728,0,2
T63S-4099,STA238FC,N5,26,958.9874719422729,995.4331214983847,36.44564955611179,947.9874719422729,955.9874719422729,958.9874719422729,958.9874719422729,958.9874719422729,958.9874719422729,6.0267754871795205,1001.4598969855642,0,1
T63S-4098,STA238FC,N5,27,995.4331214983847,1031.8867384847333,36.45361698634861,984.4331214983847,992.4331214983847,995.4331214983847,995.4331214983847,995.4331214983847,995.4331214983847,6.0267754871795205,1037.9135139719128,1,1
T63S-4100,STA238FC,N5,28,1031.8867384847333,1080.9019642007097,49.015225715976385,1020.8867384847333,1028.8867384847333,1031.8867384847333,1031.8867384847333,1031.8867384847333,1031.8867384847333,165.38601730158734,1246.287981502297,0,1
T63S-4103,STA238FC,N2,29,1045.6141078132368,1096.9060353755704,51.29192756233351,1039.6141078132368,1042.6141078132368,1045.6141078132368,1045.6141078132368,1045.6141078132368,1045.6141078132368,16.69037047619031,1113.5964058517607,1,1
T63S-4089,STA238FC,N5,30,1080.9019642007097,1100.2401207768187,19.338156576108986,1069.9019642007097,1077.9019642007097,1080.9019642007097,1080.9019642007097,1080.9019642007097,1080.9019642007097,164.79786072547836,1265.037981502297,1,1
T63S-4101,STA238FC,N2,31,1096.9060353755704,1125.655875587036,28.749840211465653,1090.9060353755704,1093.9060353755704,1096.9060353755704,1096.9060353755704,1096.9060353755704,1096.9060353755704,84.64256412698342,1210.2984397140194,0,1
T63S-4102,STA238FC,N5,32,1105.2401207768187,1141.2532759990124,36.013155222193745,1099.2401207768187,1102.2401207768187,1105.2401207768187,1105.2401207768187,1105.2401207768187,1105.2401207768187,10.561378666666542,1151.814654665679,1,1
T63S-4093,STA238FC,N2,33,1125.655875587036,1172.9424763797037,47.28660079266774,1114.655875587036,1122.655875587036,1125.655875587036,1125.655875587036,1125.655875587036,1125.655875587036,10.830796307692253,1183.773272687396,1,1
T63S-4092,STA238FC,N5,34,1141.2532759990124,1187.3885639474624,46.135287948450014,1130.2532759990124,1138.2532759990124,1141.2532759990124,1141.2532759990124,1141.2532759990124,1141.2532759990124,115.18436842785059,1302.572932375313,0,2
T63S-4088,STA238FC,N2,35,1172.9424763797037,1187.495894115632,14.553417735928178,1161.9424763797037,1169.9424763797037,1172.9424763797037,1172.9424763797037,1172.9424763797037,1172.9424763797037,34.89098131267292,1222.3868754283048,0,2
T63S-4094,STA238FC,N5,36,1187.3885639474624,1231.6916950272234,44.30313107976099,1183.773272687396,1186.773272687396,1189.773272687396,1189.773272687396,1187.3885639474624,1187.3885639474624,78.69503615761346,1310.386731184837,1,1
T63S-4097,STA238FC,N2,37,1187.495894115632,1210.8996312388674,23.403737123235487,1192.9788396397703,1200.9788396397703,1203.9788396397703,1203.9788396397703,1187.495894115632,1187.495894115632,55.52061109419901,1266.4202423330664,1,1
T63S-4095,STA238FC,N2,38,1210.8996312388674,1251.158599096857,40.258967857989546,1204.8996312388674,1207.8996312388674,1210.8996312388674,1210.8996312388674,1210.8996312388674,1210.8996312388674,117.4224103790666,1368.5810094759236,0,3
U02S-1347,DC12,N5,39,1231.6916950272234,1245.4436211639825,13.751926136759039,1230.3397276397704,1233.3397276397704,1236.3397276397704,1236.3397276397704,1231.6916950272234,1231.6916950272234,102.92842728275969,1348.3720484467422,0,1
T63S-4096,STA238FC,N5,40,1245.4436211639825,1282.6647880517642,37.22116688778169,1242.914291540044,1245.914291540044,1248.914291540044,1248.914291540044,1245.4436211639825,1245.4436211639825,97.01552841085095,1379.680316462615,1,2
U02S-1344,DC12,N2,41,1251.158599096857,1318.2596001062657,67.10100100940872,1248.914291540044,1251.914291540044,1254.914291540044,1254.914291540044,1251.158599096857,1251.158599096857,110.25378873473664,1428.5133888410023,1,1
U02S-1343,DC12,N5,42,1282.6647880517642,1464.3992694753952,181.734481423631,1271.6647880517642,1279.6647880517642,1282.6647880517642,1282.6647880517642,1282.6647880517642,1282.6647880517642,141.38614904761835,1605.7854185230135,0,1
U02S-1348,DC12,N2,43,1318.2596001062657,1338.2870520281256,20.027451921859893,1307.2596001062657,1315.2596001062657,1318.2596001062657,1318.2596001062657,1318.2596001062657,1318.2596001062657,119.48624633668692,1457.7732983648125,0,1
U02S-1338,DC12,N2,44,1345.3796001062656,1388.0553927507124,42.6757926444468,1339.3796001062656,1342.3796001062656,1345.3796001062656,1345.3796001062656,1345.3796001062656,1345.3796001062656,6.303834666666717,1394.359227417379,1,1
U02S-1346,DC12,N2,45,1388.0553927507124,1399.3242198183011,11.268827067588745,1377.0553927507124,1385.0553927507124,1388.0553927507124,1388.0553927507124,1388.0553927507124,1388.0553927507124,105.89746703857463,1505.2216868568757,0,2
U02S-1335,DC12,N2,46,1399.3242198183011,1459.1044009202947,59.78018110199355,1393.3242198183011,1396.3242198183011,1399.3242198183011,1399.3242198183011,1399.3242198183011,1399.3242198183011,83.02326863499343,1542.127669555288,1,2
U02S-1341,DC12,N2,47,1459.1044009202947,1496.9349923762604,37.83059145596576,1453.1044009202947,1456.1044009202947,1459.1044009202947,1459.1044009202947,1459.1044009202947,1459.1044009202947,94.6179428139485,1591.552935190209,0,2
U02S-1340,DC12,N5,48,1464.3992694753952,1566.1437684846412,101.74449900924606,1459.1044009202947,1462.1044009202947,1465.1044009202947,1465.1044009202947,1464.3992694753952,1464.3992694753952,97.30828924472166,1663.4520577293629,1,2
U02S-1345,DC12,N2,49,1496.9349923762604,1514.9492541959673,18.014261819706917,1494.4355106548826,1502.4355106548826,1505.4355106548826,1505.4355106548826,1496.9349923762604,1496.9349923762604,127.71804456566952,1642.6672987616369,1,2
U02S-1342,DC12,N2,50,1514.9492541959673,1575.605748419533,60.65649422356569,1508.9492541959673,1511.9492541959673,1514.9492541959673,1514.9492541959673,1514.9492541959673,1514.9492541959673,10.595497244595435,1586.2012456641285,0,3
U02S-1336,DC12,N5,51,1566.1437684846412,1611.3295839725329,45.18581548789166,1555.1437684846412,1563.1437684846412,1566.1437684846412,1566.1437684846412,1566.1437684846412,1566.1437684846412,91.67311883619527,1703.0027028087281,0,3
U02A-1331,DC12,N2,52,1575.605748419533,1632.2799743534424,56.67422593390938,1569.605748419533,1572.605748419533,1575.605748419533,1575.605748419533,1575.605748419533,1575.605748419533,5.0,1637.2799743534424,1,4
U02S-1339,DC12,N5,53,1611.3295839725329,1645.6944313507145,34.364847378181594,1600.3295839725329,1608.3295839725329,1611.3295839725329,1611.3295839725329,1611.3295839725329,1611.3295839725329,6.933287435897455,1652.627718786612,1,3
U02S-1337,DC12,N2,54,1632.2799743534424,1675.445879497889,43.1659051444467,1621.2799743534424,1629.2799743534424,1632.2799743534424,1632.2799743534424,1632.2799743534424,1632.2799743534424,10.229287288722617,1685.6751667866117,0,4
U02A-1330,DC12,N5,55,1645.6944313507145,1702.5642155154983,56.86978416478382,1650.6277187866117,1658.6277187866117,1661.6277187866117,1661.6277187866117,1645.6944313507145,1645.6944313507145,13.734231271113458,1716.2984467866117,0,4
U02B-1332,DC12,N2,56,1675.445879497889,1706.6229162362722,31.177036738383094,1664.445879497889,1672.445879497889,1675.445879497889,1675.445879497889,1675.445879497889,1675.445879497889,14.675530550339545,1721.2984467866117,1,4
U02B-1333,DC12,N5,57,1702.5642155154983,1739.0132997829237,36.449084267425405,1691.5642155154983,1699.5642155154983,1702.5642155154983,1702.5642155154983,1702.5642155154983,1702.5642155154983,8.036078769230699,1747.0493785521544,1,4
U02B-1334,DC12,N2,58,1706.6229162362722,1735.477180132076,28.854263895803797,1721.2984467866117,1729.2984467866117,1732.2984467866117,1732.2984467866117,1706.6229162362722,1706.6229162362722,5.0,1740.477180132076,0,4
T63S-4091,STA238FC,N2,59,1735.477180132076,1757.1536512363605,21.676471104284474,1747.0493785521544,1755.0493785521544,1758.0493785521544,1758.0493785521544,1735.477180132076,1735.477180132076,23.415743730158965,1780.5693949665194,1,2
T63S-4855,STA238FC,N5,60,1739.0132997829237,1744.4859980406347,5.472698257711045,1758.0493785521544,1761.0493785521544,1764.0493785521544,1764.0493785521544,1739.0132997829237,1739.0132997829237,16.485431984127217,1760.971430024762,0,3
T63S-4084,STA238FC,N5,61,1747.0493785521544,1766.1551132738496,19.10573472169517,1764.0493785521544,1767.0493785521544,1770.0493785521544,1770.0493785521544,1747.0493785521544,1747.0493785521544,7.880429603174662,1774.0355428770242,1,3
T63S-4090,STA238FC,N2,62,1757.1536512363605,1775.887213688538,18.733562452177466,1770.0493785521544,1773.0493785521544,1776.0493785521544,1776.0493785521544,1757.1536512363605,1757.1536512363605,9.341419076923103,1785.228632765461,0,3
T63S-4086,STA238FC,N5,63,1766.1551132738496,1800.083316681467,33.9282034076175,1785.228632765461,1793.228632765461,1796.228632765461,1796.228632765461,1766.1551132738496,1766.1551132738496,12.339753846153826,1812.423070527621,0,3
T63S-4087,STA238FC,N2,64,1775.887213688538,1799.6332365149622,23.746022826424223,1796.228632765461,1804.228632765461,1807.228632765461,1807.228632765461,1775.887213688538,1775.887213688538,17.78983401265873,1817.423070527621,1,3
E01S-1211,BN1,N2,65,1799.6332365149622,1823.2201468173598,23.586910302397655,1817.423070527621,1825.423070527621,1828.423070527621,1828.423070527621,1799.6332365149622,1799.6332365149622,8.202923710261075,1831.423070527621,0,1
E01S-1223,BN1,N5,66,1800.083316681467,1833.8140040616306,33.730687380163545,1831.423070527621,1839.423070527621,1842.423070527621,1842.423070527621,1800.083316681467,1800.083316681467,17.905878809523756,1851.7198828711544,1,1
E01S-1209,BN1,N2,67,1823.2201468173598,1868.732624944416,45.51247812705628,1842.423070527621,1845.423070527621,1848.423070527621,1848.423070527621,1823.2201468173598,1823.2201468173598,16.576140555555412,1885.3087654999715,1,1
E01S-1246,BN1,N5,68,1833.8140040616306,1886.2489591299534,52.43495506832278,1848.423070527621,1851.423070527621,1854.423070527621,1854.423070527621,1833.8140040616306,1833.8140040616306,95.96805928571439,1982.2170184156678,0,1
E01S-1244,BN1,N2,69,1868.732624944416,1922.1091337442463,53.37650879983016,1862.732624944416,1865.732624944416,1868.732624944416,1868.732624944416,1868.732624944416,1868.732624944416,96.13529626984109,2018.2444300140874,0,1
E01S-1229,BN1,N5,70,1886.2489591299534,1958.5563833970612,72.30742426710776,1880.2489591299534,1883.2489591299534,1886.2489591299534,1886.2489591299534,1886.2489591299534,1886.2489591299534,85.28057105035282,2043.836954447414,1,1
E01S-1204,BN1,N2,71,1922.1091337442463,2000.9095419688128,78.80040822456658,1911.1091337442463,1919.1091337442463,1922.1091337442463,1922.1091337442463,1922.1091337442463,1922.1091337442463,5.530794666666679,2006.4403366354795,1,1
E01S-1226,BN1,N5,72,1958.5563833970612,2056.374074669943,97.81769127288203,1947.5563833970612,1955.5563833970612,1958.5563833970612,1958.5563833970612,1958.5563833970612,1958.5563833970612,44.34732722222179,2100.721401892165,0,1
E01S-1203,BN1,N2,73,2000.9095419688128,2100.5758143656935,99.66627239688069,1989.9095419688128,1997.9095419688128,2000.9095419688128,2000.9095419688128,2000.9095419688128,2000.9095419688128,100.00644777777688,2200.5822621434704,0,1
E01S-1206,BN1,N5,74,2056.374074669943,2163.372118660811,106.9980439908677,2045.3740746699432,2053.374074669943,2056.374074669943,2056.374074669943,2056.374074669943,2056.374074669943,6.0336930256412415,2169.405811686452,1,1
E01S-1240,BN1,N2,75,2100.5758143656935,2221.0519303306196,120.47611596492607,2089.5758143656935,2097.5758143656935,2100.5758143656935,2100.5758143656935,2100.5758143656935,2100.5758143656935,59.45893571428587,2280.5108660449055,1,1
E01S-1205,BN1,N5,76,2163.372118660811,2327.188984659363,163.8168659985522,2152.372118660811,2160.372118660811,2163.372118660811,2163.372118660811,2163.372118660811,2163.372118660811,6.047880615384656,2333.2368652747477,0,1
E01S-1208,BN1,N2,77,2221.0519303306196,2437.2259100315778,216.17397970095817,2210.0519303306196,2218.0519303306196,2221.0519303306196,2221.0519303306196,2221.0519303306196,2221.0519303306196,85.56760134920887,2522.7935113807866,0,1
E01S-1219,BN1,N5,78,2327.188984659363,2352.952754476812,25.763769817448974,2321.188984659363,2324.188984659363,2327.188984659363,2327.188984659363,2327.188984659363,2327.188984659363,5.653006461538553,2358.6057609383506,1,2
E01S-1212,BN1,N5,79,2352.952754476812,2384.854348374914,31.901593898101964,2341.952754476812,2349.952754476812,2352.952754476812,2352.952754476812,2352.952754476812,2352.952754476812,5.0,2389.854348374914,0,2
E01S-1210,BN1,N5,80,2384.854348374914,2418.0209006323644,33.16655225745035,2387.854348374914,2395.854348374914,2398.854348374914,2398.854348374914,2384.854348374914,2384.854348374914,5.0,2423.0209006323644,1,2
E01S-1200,BN1,N5,81,2418.0209006323644,2461.6082037073143,43.58730307494989,2407.0209006323644,2415.0209006323644,2418.0209006323644,2418.0209006323644,2418.0209006323644,2418.0209006323644,12.889475238095201,2474.4976789454095,0,2
E01S-1221,BN1,N2,82,2437.2259100315778,2555.2969353495528,118.071025317975,2426.2259100315778,2434.2259100315778,2437.2259100315778,2437.2259100315778,2437.2259100315778,2437.2259100315778,127.01397730158988,2682.3109126511426,1,2
E01S-1215,BN1,N5,83,2461.6082037073143,2588.89086217112,127.28265846380555,2455.6082037073143,2458.6082037073143,2461.6082037073143,2461.6082037073143,2461.6082037073143,2461.6082037073143,8.252356349206366,2597.143218520326,1,2
E01S-1225,BN1,N2,84,2555.2969353495528,2584.5961319018793,29.29919655232652,2544.2969353495528,2552.2969353495528,2555.2969353495528,2555.2969353495528,2555.2969353495528,2555.2969353495528,150.36092424132767,2734.957056143207,0,3
E01S-1233,BN1,N5,85,2588.89086217112,2629.1639364540506,40.27307428293079,2582.89086217112,2585.89086217112,2588.89086217112,2588.89086217112,2588.89086217112,2588.89086217112,5.689024153846276,2634.852960607897,0,3
E01S-1231,BN1,N2,86,2599.5369353495526,2645.091401582734,45.5544662331813,2596.673974530094,2604.673974530094,2607.673974530094,2607.673974530094,2599.5369353495526,2599.5369353495526,145.42138178269624,2790.51278336543,1,3
E01S-1222,BN1,N5,87,2629.1639364540506,2680.3700834033734,51.20614694932283,2618.1639364540506,2626.1639364540506,2629.1639364540506,2629.1639364540506,2629.1639364540506,2629.1639364540506,35.81175753968364,2716.181840943057,1,3
E01S-1218,BN1,N2,88,2645.091401582734,2700.247601914414,55.15620033168034,2639.091401582734,2642.091401582734,2645.091401582734,2645.091401582734,2645.091401582734,2645.091401582734,98.76805399069826,2799.0156559051125,0,3
E01S-1220,BN1,N5,89,2680.3700834033734,2737.7574043173036,57.387320913930125,2674.9822942494,2682.9822942494,2685.9822942494,2685.9822942494,2680.3700834033734,2680.3700834033734,17.036675873016065,2754.7940801903196,0,3
E01S-1230,BN1,N2,90,2700.247601914414,2767.6674565402686,67.41985462585444,2689.247601914414,2697.247601914414,2700.247601914414,2700.247601914414,2700.247601914414,2700.247601914414,7.813272256410073,2775.4807287966787,1,3
E01S-1243,BN1,N5,91,2737.7574043173036,2825.9511551412593,88.19375082395572,2726.7574043173036,2734.7574043173036,2737.7574043173036,2737.7574043173036,2737.7574043173036,2737.7574043173036,100.33145746031687,2926.282612601576,1,3
E01S-1216,BN1,N2,92,2767.6674565402686,2787.3229849387985,19.655528398529896,2761.6674565402686,2764.6674565402686,2767.6674565402686,2767.6674565402686,2767.6674565402686,2767.6674565402686,5.659674358974371,2792.982659297773,0,4
E01S-1227,BN1,N2,93,2787.3229849387985,2813.826619203539,26.503634264740413,2776.3229849387985,2784.3229849387985,2787.3229849387985,2787.3229849387985,2787.3229849387985,2787.3229849387985,8.166209593139683,2821.9928287966786,1,4
E01S-1235,BN1,N2,94,2813.826619203539,2870.998843833898,57.17222463035887,2821.9928287966786,2829.9928287966786,2832.9928287966786,2832.9928287966786,2813.826619203539,2813.826619203539,26.851655079365173,2897.850498913263,0,4
E01S-1238,BN1,N5,95,2825.9511551412593,2926.297121544173,100.34596640291375,2832.9928287966786,2840.9928287966786,2843.9928287966786,2843.9928287966786,2825.9511551412593,2825.9511551412593,8.622809523809792,2934.919931067983,0,4
E01S-1241,BN1,N2,96,2870.998843833898,2901.989268981064,30.990425147166206,2859.998843833898,2867.998843833898,2870.998843833898,2870.998843833898,2870.998843833898,2870.998843833898,8.770595039682576,2910.7598640207466,1,6
E01S-1213,BN1,N2,97,2901.989268981064,2939.980711833073,37.991442852009186,2890.989268981064,2898.989268981064,2901.989268981064,2901.989268981064,2901.989268981064,2901.989268981064,5.823589743589764,2945.804301576663,0,6
E01S-1237,BN1,N5,98,2926.297121544173,2966.9753099592176,40.67818841504459,2915.297121544173,2923.297121544173,2926.297121544173,2926.297121544173,2926.297121544173,2926.297121544173,6.055426923076993,2973.0307368822946,1,6
E01S-1236,BN1,N2,99,2939.980711833073,2982.569754624107,42.58904279103399,2945.804301576663,2953.804301576663,2956.804301576663,2956.804301576663,2939.980711833073,2939.980711833073,5.580575589743603,2988.150330213851,1,6
E01S-1239,BN1,N5,100,2966.9753099592176,3014.7649086961906,47.78959873697295,2956.804301576663,2964.804301576663,2967.804301576663,2967.804301576663,2966.9753099592176,2966.9753099592176,6.302808461538461,3021.067717157729,0,6
E01S-1228,BN1,N2,101,2982.569754624107,3032.3803444023615,49.810589778254325,2988.150330213851,2996.150330213851,2999.150330213851,2999.150330213851,2982.569754624107,2982.569754624107,7.962827641025797,3040.3431720433873,0,6
E01S-1234,BN1,N5,102,3014.7649086961906,3069.0564377960673,54.2915290998767,3003.7649086961906,3011.7649086961906,3014.7649086961906,3014.7649086961906,3014.7649086961906,3014.7649086961906,6.896007025641211,3075.9524448217085,1,6
E01S-1242,BN1,N2,103,3032.3803444023615,3121.8398721580998,89.45952775573824,3021.3803444023615,3029.3803444023615,3032.3803444023615,3032.3803444023615,3032.3803444023615,3032.3803444023615,109.81637198412636,3231.656244142226,1,6
E01S-1245,BN1,N5,104,3069.0564377960673,3077.2614319664813,8.204994170414011,3063.0564377960673,3066.0564377960673,3069.0564377960673,3069.0564377960673,3069.0564377960673,3069.0564377960673,6.13594515873001,3083.3973771252113,0,7
E01S-1207,BN1,N5,105,3077.2614319664813,3090.4883570656875,13.226925099206255,3075.9524448217085,3078.9524448217085,3081.9524448217085,3081.9524448217085,3077.2614319664813,3077.2614319664813,5.671943538461619,3096.160300604149,1,7
E01S-1232,BN1,N5,106,3090.4883570656875,3163.642253813111,73.15389674742346,3094.160300604149,3102.160300604149,3105.160300604149,3105.160300604149,3090.4883570656875,3090.4883570656875,9.326712205128842,3172.96896601824,0,7
E01S-1224,BN1,N2,107,3121.8398721580998,3147.442965975561,25.603093817461286,3118.206284604149,3126.206284604149,3129.206284604149,3129.206284604149,3121.8398721580998,3121.8398721580998,5.938822358974448,3153.3817883345355,0,8
E01S-1217,BN1,N2,108,3153.3817883345355,3156.40025629954,3.0184679650046746,3153.3817883345355,3161.3817883345355,3164.3817883345355,3164.3817883345355,3153.3817883345355,3153.3817883345355,83.77691308078101,3240.177169380321,0,9
