零件名,工序,资源,开始(min),结束(min),时长(min)
AP2-F2-2P-3P,桁架码垛,自动分拣N21,230.617841974671,231.78784197467098,1.1699999999999875
AP2-F2-3S-3S,分拣,自动分拣N21,231.78784197467098,233.367841974671,1.5800000000000125
AP2-F2-3S-3S,自动打磨,自动打磨N21,233.367841974671,234.79591911752814,1.4280771428571484
AP2-F2-3S-3S,桁架码垛,自动分拣N21,234.79591911752814,235.96591911752813,1.1699999999999875
AP2-F6-2P-3P,自由边打磨,人工打磨N21,186.86794456917775,187.4636725178957,0.5957279487179505
AP2-F6-3S-3S,自由边打磨,人工打磨N21,187.4636725178957,187.9856503127675,0.5219777948717876
AP2-F0-1B3-1P,分拣,自动分拣N21,235.96591911752813,237.54591911752814,1.5800000000000125
AP2-F0-1B3-1P,自动打磨,自动打磨N21,237.54591911752814,238.63206181594083,1.0861426984126865
AP2-F0-1B3-1P,桁架码垛,自动分拣N21,238.63206181594083,239.80206181594082,1.1699999999999875
AP2-F0-1B3-1S,分拣,自动分拣N21,239.80206181594082,241.38206181594083,1.5800000000000125
AP2-F0-1B3-1S,自动打磨,自动打磨N21,241.38206181594083,243.1917584826075,1.8096966666666674
AP2-F0-1B3-1S,桁架码垛,自动分拣N21,243.1917584826075,244.36175848260748,1.1699999999999875
AP2-F3-1B3-1P,分拣,自动分拣N21,244.36175848260748,245.9417584826075,1.5800000000000125
AP2-F3-1B3-1P,自动打磨,自动打磨N21,245.9417584826075,247.04472745086147,1.1029689682539754
AP2-F3-1B3-1P,桁架码垛,自动分拣N21,247.04472745086147,248.21472745086146,1.1699999999999875
