套料图名,分段号,切割机,切割序号,切割开始(min),切割完成(min),切割工时(min),原料吊运开始(min),原料空驶完成(min),原料吊运完成(min),原料吊运返回完成(min),工位开始(min),等待结束(min),工位处理时间(min),工位完工(min),工位,最低优先级
E01S-1235,BN1,N2,98,3069.052874422022,3126.2250990523808,57.172224630358706,3063.052874422022,3066.052874422022,3069.052874422022,3069.052874422022,3069.052874422022,3069.052874422022,26.851655079365173,3153.076754131746,0,4
E01S-1236,BN1,N5,99,3332.317757644572,3374.906800435606,42.589042791033805,3287.352940749824,3295.352940749824,3298.352940749824,3298.352940749824,3298.352940749824,3332.317757644572,5.580575589743603,3380.4873760253495,1,6
E01S-1237,BN1,N2,100,3126.2250990523808,3166.9032874674253,40.678188415044744,3098.7543177519096,3101.7543177519096,3104.7543177519096,3104.7543177519096,3104.7543177519096,3126.2250990523808,6.055426923076993,3172.9587143905023,1,6
E01S-1238,BN1,N5,101,3374.906800435606,3475.2527668385196,100.34596640291396,3339.213764670213,3347.213764670213,3350.213764670213,3350.213764670213,3350.213764670213,3374.906800435606,8.622809523809792,3483.8755763623294,0,4
E01S-1239,BN1,N2,102,3166.9032874674253,3214.6928862043983,47.789598736972735,3151.5277351711893,3154.5277351711893,3157.5277351711893,3157.5277351711893,3157.5277351711893,3166.9032874674253,6.302808461538461,3220.9956946659368,0,6
E01S-1240,BN1,N2,103,3214.6928862043983,3335.1690021693244,120.47611596492608,3172.9587143905023,3180.9587143905023,3183.9587143905023,3183.9587143905023,3183.9587143905023,3214.6928862043983,59.45893571428587,3394.6279378836102,1,1
E01S-1241,BN1,N5,104,3475.2527668385196,3506.243191985686,30.990425147166366,3380.4873760253495,3388.4873760253495,3391.4873760253495,3391.4873760253495,3391.4873760253495,3475.2527668385196,8.770595039682576,3515.0137870253684,1,6
E01S-1242,BN1,N5,105,3506.243191985686,3595.702719741424,89.45952775573826,3483.159296274418,3486.159296274418,3489.159296274418,3489.159296274418,3489.159296274418,3506.243191985686,109.81637198412636,3705.5190917255504,0,6
E01S-1243,BN1,N2,106,3335.1690021693244,3423.36275299328,88.1937508239557,3220.9956946659368,3228.9956946659368,3231.9956946659368,3231.9956946659368,3231.9956946659368,3335.1690021693244,100.33145746031687,3523.694210453597,0,3
E01S-1244,BN1,N5,107,3595.702719741424,3649.079228541254,53.37650879983006,3511.790525319019,3514.790525319019,3517.790525319019,3517.790525319019,3517.790525319019,3595.702719741424,152.57515945413797,3801.654387995392,1,1
E01S-1245,BN1,N2,108,3423.36275299328,3431.567747163694,8.204994170414201,3391.4873760253495,3394.4873760253495,3397.4873760253495,3397.4873760253495,3397.4873760253495,3423.36275299328,98.26240844863287,3529.830155612327,1,7
E01S-1246,BN1,N5,109,3705.5190917255504,3757.954046793873,52.434955068322786,3699.5190917255504,3702.5190917255504,3705.5190917255504,3705.5190917255504,3705.5190917255504,3705.5190917255504,139.66840048723316,3897.6224472811064,0,1
